CellLine,Response,RELA,IRF3,DDX41,FADD,IKBKG,DDX19A,TRAF3,IKBKB,POLR3C,TRIM25,POLR3E,TYK2,CXCL8,IFNGR2,STING1,CGAS,TBK1,STAT1,NFKB1,IFNAR1,MAP3K7,IKBKE,TRIM4,JAK1,RIPK1,ZBP1,TRAM1,TLR3,TICAM1,IFNGR1,IFI16,JAK2,TRAF6,RIGI,POLR3F,POLR3A,AIM2,DHX58,CHUK,TLR7,IFIH1,TLR9,IRF7,IFNAR2,TLR4,TLR8,IFNB1,MAVS,STAT2,PRKDC
HUH1,Non-responder,0.2595814884643888,0.5714775353175368,0.48462126839473285,0.27413652898144814,0.8581873284671548,0.5037110362234025,0.02271587661372143,0.19597793842181455,1.0,0.503635093494653,0.5543801572313889,0.17543518337252317,0.7956875688915903,0.0,0.09095001475256405,0.02314706182145095,0.7606024958691893,0.6807302806830917,0.06640738789123324,0.015495272206112798,0.24567895083926983,0.6300227274279719,0.396318212321239,0.43562732823967387,0.43422959854600274,0.0,0.5561645553863417,0.302501552267018,0.821447612312987,0.6588252542623791,0.3462246109963252,0.24284191637420244,0.14527640683753051,0.4187196006584869,0.49339346665817096,0.5032532880370852,0.022391699159123275,0.5257504205974357,0.643899311523795,0.0,0.6344602084357472,0.0,0.8238672065214497,0.6695501426060666,0.043889322197320155,0.0,0.0,0.3261475312404576,0.34626548560497916,0.4903981348458748
COLO201,Non-responder,0.46157662502452457,0.7083172387978482,0.6838441559880506,0.4279338689512009,0.713341581425889,0.4551703037419479,0.3816449283675003,0.40504289849732755,0.3563750626317246,0.9999999999999996,0.6464086141862548,0.48207015833759526,0.5567823177892567,0.38281936066991173,0.6529908015054212,0.8117507606903487,0.5964776731208397,0.903273499750181,0.15600475388029444,0.5277061630985354,0.11069169169384319,0.8639162393898423,0.6934211803759049,0.49172162479751025,0.6199873155738205,0.7240537147871976,0.4434990831398653,0.2831841153445037,0.9036717132564231,0.8893805794507899,0.7131073010312703,0.8972137367262556,0.6558531788663597,0.8215440287660298,0.8191012989778881,0.42524095807797657,0.022391699159123275,0.8090386424318927,0.5961245307559877,0.0,0.7673039710280649,0.06762650498139071,0.9999999999999999,0.28791124099863485,0.6953117560837968,0.0,0.1496288524800781,0.9957578134154432,0.8038410799112237,0.5212050331710119
SW620,Non-responder,0.3737859616800474,0.5116494486126797,0.4725964713496076,0.4789888555993571,0.5253912786644648,1.0,0.38960015323414243,0.5252961845632509,0.17845278765900696,0.60906231448871,0.7424411595044411,0.2878241024359185,0.5084550606702559,0.2517784325904815,0.5437782979626242,0.0377186541891951,0.41257200597474375,0.5183812687366902,0.20120277222800098,0.3791629063709525,0.3199783087923773,0.7332167488988672,0.6167492235245213,0.34749023461497375,0.5054954420097832,0.0,0.26803215307143846,0.09220141834738906,0.7605230582773519,0.3938889803418,0.02095456659342375,0.3383906353219325,0.45300830012360604,0.28116927691134286,0.5942795348476491,0.6352161168685142,0.007642556624227983,0.13867330378882187,0.6748267744043397,0.009471710366036003,0.5957154776016359,0.04369053980969746,0.635153873760097,0.17292302935574377,0.3291494500432187,0.0,0.0,0.6896145983653081,0.3291421436454489,0.4493268198087348
HCT116,Non-responder,0.44247287782435674,0.2821979954464142,0.6283224992404106,0.2874409197687957,0.21432672320178137,0.8228672542520603,0.8205888773762511,0.2882434830695142,0.4245437902163016,0.9829899993364877,0.790872432032848,0.23978438136051405,0.30154786267273925,0.4700615198681901,0.551136807716897,0.051663118078346164,0.8658052604031248,0.6569833606121074,0.6200610543952898,0.4342955804673836,0.5650288004065502,0.43571440773495423,0.535266402106495,0.4283073863483895,0.6946514936299977,0.0,0.5976252415304195,0.5522859495599955,0.8902395642351524,0.4645378523861863,0.07905964310089508,0.703345355045542,0.5159421620445019,0.5803367053700541,0.8963965630533406,0.7083237592788754,0.029512677985749684,0.12358075835699396,1.0,0.0,0.6383582804860345,0.01809261951863954,0.5128153051832793,0.32220126805204674,0.0,0.0,0.0,0.8081496100680772,0.2690506581179539,0.7871016644214759
MKN45,Non-responder,0.6898902351737801,0.624038878556167,0.501626801372371,0.49149409884107453,0.3042192036378082,0.6795198391069848,0.6819559944002922,0.29684427393737245,0.2852814461238218,0.9282090564867072,0.8571320974601031,0.3942637075872315,0.614020167467267,0.7525517848683076,0.2609723302947709,0.9444731125709609,0.6638116146718107,0.6540653842813111,0.5909760917115134,0.48854743730277583,0.0,0.6618597149792846,0.5377111000977177,0.5044479911578792,0.7115690240664332,0.024048268893860168,0.3083794508495594,0.7559578894178945,0.8847069068417149,0.28748359263578194,0.03082236323031322,0.49521527933513915,0.4477894760773451,0.33760085224122305,0.35646829058264284,0.62757451351517,0.0,0.4185989016854995,0.6957887266873328,0.0,0.739235991273599,0.06762650498139071,0.23268292326262643,0.22944580810655868,0.6278684684198083,0.0804034601902859,0.0,0.455355635627821,0.523474619497557,0.4398599609861913
SCC25,Non-responder,0.2554261726202123,0.17395061348681917,0.02153404477362475,0.7551470711180908,0.16308186239179623,0.2798517241067042,0.5095869412055385,0.0,0.05607727746671154,0.5147415772163764,0.0,0.14597950641465696,0.7820586376236377,0.495414901407111,0.732426539686849,0.8482895045162862,0.0,0.9143445627074784,0.5694709285573962,0.06338551503813017,0.04584436887459109,0.6485105953577686,0.006585052694619176,0.04401024992134728,0.32807097826066167,0.4989742085095127,0.3345822793714337,0.0,0.699017839890827,0.5835091109422488,0.8910879531146386,0.277914291994533,0.30517946494295356,0.7085796414099832,0.2314065027922081,0.08375980068904898,0.9318047806918294,0.854401849031058,0.17843817463110856,0.009471710366036003,0.8545765894956885,0.026822356056374844,0.9292557196855508,0.37098914448624765,0.11643286200360298,0.0,0.7672490122533809,0.07154260279700964,0.7207171354411552,0.020210028561585602
WILL1,Non-responder,0.0,0.0384344802575578,0.2601708067119448,0.17223591542532435,0.017089975196738827,0.5754393879965987,0.510056885142327,0.5004236320417097,0.6707825249216635,0.5099939970505996,0.27372336434094713,0.2663785526783329,0.0,0.7015893980580188,0.6326928399009232,0.725359935826854,0.6657815560401499,0.3854310272694701,0.7825974669251385,0.7785918322365655,0.43536927441785744,0.6883263812490501,0.508315723301483,0.5014035060993312,0.23444665615518856,0.28215783404900224,0.8576317949676211,0.10837198376901414,0.5791782565986628,0.4628585127703466,0.9590933533789193,0.6519399813361291,0.4837007285316126,0.6105636852089089,0.9146742240791705,0.46763281596319084,0.0,0.5585491150700364,0.5826469866576347,1.0,0.7260247134644712,0.8641847318703247,0.5271365194948098,0.7350816337071562,0.7248728267835837,0.0,0.0,0.2931844849394536,0.7175816966352961,0.0
SKMEL24,Non-responder,0.47467485358209593,0.25690105999336765,0.5641722906684761,0.3757230430088925,0.48953932401063094,0.670400973853611,0.40040228457520755,0.5443371217631703,0.2374100311730185,0.15424078710062394,0.3004830890186172,0.2579919577357508,0.9765215644397564,0.8441257712117998,0.7944886366282092,0.5381362097836004,0.5704958600900856,0.5801280056869123,0.7122131646825327,0.6201574860097248,0.3151183900519725,0.6646212783433472,0.7726193190091417,0.3387407644882243,0.7432296886079017,0.016221400471459986,0.6464875575413207,0.743921941749517,0.813101903949156,0.5649859720179127,0.9593846283321591,0.46328234146589825,0.31127369520660064,0.47283241891582406,0.5952456254843996,0.0,0.7416261736136444,0.8135639708005236,0.5489102801389381,0.6311121538778182,0.6747888189558594,0.03535236658395279,0.7678458196578467,0.6822397732148553,0.022706729177015803,0.0804034601902859,0.0,0.6163788332589006,0.7439189013568903,0.0
ASPC1,Non-responder,0.5207687282196325,0.5116494486126797,0.4183910884381632,0.4670723440544313,0.4711277647620862,0.0,0.14609323051775558,0.6207320919087129,0.3091520740581757,0.9258860187852451,0.4928250596987107,0.13751437958974666,0.5756822333037693,0.7679048720272941,0.8640001905186451,0.7677688616176715,0.44570031532438215,0.6203928171520159,0.42631584000984946,0.47007962912810175,0.1837332763316577,0.7878089076502073,0.613328936219544,0.5491584275088637,0.7011534046788106,0.22787176527464179,0.6236619161031953,0.8320716383607787,0.9403575813916966,0.8038574787171282,0.845483537015876,0.5848073886496417,0.5783114352438208,0.8085765900361513,0.48008123471159214,0.14434288841600607,0.0,0.8576149807466906,0.3527544948791177,0.0,0.7168972780448842,0.0752678679368814,0.8302243685071793,0.5542121961490323,0.6967536795089256,0.0,0.0,0.7102501671506527,0.42127656551959447,0.12968038123274717
G401,Non-responder,0.1272326553878953,0.12938083651251908,0.5941887281773379,0.295574037680401,0.05184263131731637,0.8330818014983015,0.781249577946391,0.4403535779034491,0.4970701030486695,0.2615468734853885,0.5322520976020506,0.3599106494751809,0.10055213351011316,0.478224200162213,0.7140157658429437,0.04476629304293674,0.8047017269157957,0.4637878165389593,0.3487382545194837,0.4310350877164364,0.6534248098356987,0.6809794161488008,0.0,0.48832634241884953,0.7157782288783898,0.0,0.5192469455971929,0.1805022861093441,0.0,0.31361018499377136,0.11586055508650522,0.8081108515263278,0.3672556160713287,0.5383929931067046,0.8746193938810625,0.7677815907103493,0.0,0.3939516680308905,0.661962098221279,0.0,0.0,0.01809261951863954,0.3552072083014365,0.203206233426795,0.0,0.0,0.0,0.49432515889670636,0.3294849344615738,0.7546880454496927
LMSU,Non-responder,0.8914632826022206,0.02475351490616262,0.5318956244784934,0.5042415958200583,0.30395521745262677,0.6779213943455855,0.872037174429479,0.5608837938845053,0.6047311914271201,0.6290861659062292,0.3326731188966132,0.2474791203494271,1.0,0.3829361086304175,0.7389341811207566,0.9438003229448823,0.5885404327988955,0.5970280225331244,0.8134602578147385,0.4973776164757755,0.42272842395846144,0.858873181587213,0.4206944934592054,0.5918276174685082,0.6005141956850237,0.0,0.6541270083877286,0.6588742521050117,0.8369975479210392,0.4685230402137355,0.8652472310933503,0.5201643369233744,0.7032387668588698,0.4392909066232583,0.386512445922905,0.3239445695148411,0.5928993547665165,0.7439694429547578,0.5732935764760558,0.009471710366036003,0.5313882294995081,0.0752678679368814,0.4473335915212312,0.3357023481461743,0.24710547507143255,0.0,0.0,0.3789849145515296,0.5614678539587357,0.7237041137676492
SW1573,Non-responder,0.337495448368065,0.0,0.557194623588777,0.43531066421763476,0.5665593647201397,0.6171379793240761,0.9896102926184991,0.5842635437562622,0.566528025066217,0.6994036562458388,0.12182465821970112,0.2590937190771223,0.46341927852921255,0.49516886418458217,0.3561229102489243,0.9466889549097269,0.9324446299453202,0.7485100167084282,0.0,0.5469906236663378,0.557390942014413,0.3558683851901801,0.6996889194054992,0.598752568419354,0.5207969544954643,0.016221400471459986,0.6172681639979327,0.2410711681194779,0.8542779457307621,0.561189475242194,0.3547190495273872,0.8027204459968398,0.7840109544421017,0.29034114236349784,0.8450816022123191,0.6218929270057791,0.1588575528044534,0.892205729222907,0.7808852398980615,0.009471710366036003,0.5306508142331405,0.0,0.7051914379748703,0.5565622270256632,0.06371875346751875,0.0,0.0,0.6836653268816542,0.27378490512618203,0.45914129077574195
LS411N,Non-responder,0.23954730142075675,0.2269635677385562,0.4548644886838744,0.2595921527498277,0.07632785449868962,0.4124784547468354,0.4620894062820353,0.5035993891561699,0.11117142165108618,0.5165917712414285,0.631543810023282,0.14504856132401844,0.4386787619856891,0.39954787638259015,0.5685670570645441,0.09016970590277751,0.7124313300235752,0.43218206435408724,0.5297368978574193,0.1752460201607522,0.24306648988099822,0.5736597633056322,0.7746628413871324,0.23588584803904356,0.6141097266116087,0.1657056193221062,0.4899016909760521,0.6500714349175396,0.7985010774446142,0.5485512133735007,0.32789709675474,0.5463240331298109,0.4515273140402982,0.2677286997912314,0.5942795348476491,0.4711611606212496,0.08707497933527766,0.7224036542046469,0.6228402268283113,0.0,0.4718125209121265,0.026822356056374844,0.619983420944464,0.260933364771363,0.015316484899725943,0.0804034601902859,0.289214217746552,0.5080446979715387,0.3225736852647838,0.3802559032252377
SUDHL4,Non-responder,0.23468969753449986,0.3576169911611098,0.4689456602661215,0.23236418773148215,0.1849138746602743,0.20815072618130825,0.2245239360522273,0.5740533993741463,0.24632592140940668,0.5436980837000931,0.3715976530133682,0.5812733603485984,0.2228974185268327,0.4158780428531754,0.023760497816090215,0.26342019043100706,0.3456459667034566,0.0,0.4993929735001892,0.27722187208546245,0.4032404097701061,0.8875147505116883,0.6799686394401101,0.0,0.43228865760975266,0.008207963827573276,0.34327057820631657,0.020158894791651075,0.9397174694700808,0.19931289177749156,0.8618129670413829,0.5760858184661108,0.3454637264200635,0.11723934047008608,0.0,0.1754276248072295,0.9504135874475621,0.5653132411979477,0.25780370312127854,0.47690690684810455,0.027092953797210977,0.9999999999999999,0.6622635287085598,0.705484432314317,0.23338279599099085,0.0,0.0,0.3789849145515296,0.6992953477441199,0.5135214061374596
SUDHL10,Non-responder,0.2939633399318984,0.5127638944782626,0.6248004438316626,0.2823019200370174,0.8163972883866264,0.3227226333237794,0.12807860957982342,0.6180797291731586,0.35096925747457286,0.7204807196777825,0.2775697047112651,0.4005025284411081,0.26995254411172154,0.5441376216618918,0.0,0.5760407925447513,0.350363460271367,0.17375567986620966,0.8462751496575844,0.4103525501095193,0.4702285081312585,0.8700280225806425,0.6653599275505744,0.09558367365536924,0.4924499500009998,0.031696067856915804,0.34193837633200763,0.010200320221724667,0.8843380059573,0.0,0.910700946774182,0.0,0.4315125620985487,0.2716435396689143,0.14624482247614967,0.23880663549084247,0.6465008440063671,0.6536388005579782,0.0,0.1150575599756838,0.5635557851452738,0.998829339789068,0.6405139361315153,0.6843384094595732,0.015316484899725943,0.0,0.461626525503063,0.3937557407575927,0.5341543858968745,0.5458174531255997
CHAGOK1,Non-responder,0.14287730733929305,0.6350492097530767,0.5253390790221362,0.24364943728274224,0.0,0.6946831046452049,0.0,0.1709262681206245,0.4070751075102579,0.678437190161111,0.646601334739878,0.0,0.2548559951324842,0.010769460034412592,0.3988809720038729,0.6799928766736256,0.340560175299232,0.49026503464237936,0.11539638238007388,0.1752460201607522,0.2198192462431181,0.0,0.6087838857133241,0.7660188382999693,0.38141126045183427,0.11757562675061839,0.0,0.9221669469205944,0.6258459048638807,0.22147785762936167,0.5159457690854709,0.3418122604828738,0.0,0.1066732179398864,0.5140618385366946,0.26004145452231464,0.029512677985749684,0.704559452536605,0.40254752942265126,0.009471710366036003,0.524638563356383,0.026822356056374844,0.7114573611523295,0.0,0.0,0.0,0.0,0.7366306560671543,0.5872427245038878,0.0
KMS26,Non-responder,0.597539019094568,0.5421040276812485,0.3030748150630531,0.28988843555252886,0.44832001840678704,0.5599055988394488,0.6415400642147722,0.5759482020113551,0.8542861508747732,0.8289061649407476,0.8312116927726008,0.8582806929958302,0.09641641897889212,0.376452314722568,0.4418525743603234,0.8173608322309557,0.5490584037111419,0.9373543044226531,0.5204500640069916,1.0000000000000004,0.348131330624196,0.6746149277902875,0.5074286463843951,0.4822149705147609,0.6266266604021866,1.0,0.9705760788425186,0.010200320221724667,0.8095842474258028,0.5669714024529184,0.6439774794529098,0.6980719858575166,0.5135975663185253,0.0,0.5535305393323129,0.618565017309368,0.7148160415103181,0.3233606840321337,0.5269958795847747,0.7883461206218246,0.9255596562392386,0.25858263877150506,0.5392400935028273,1.0,0.007750080163775639,0.0,0.461626525503063,0.5810182782834148,0.970470182159846,0.0
LI7,Non-responder,0.3882595199972565,0.5054347131244201,0.5375884681599716,0.9432615904967288,0.6908182260613223,0.4721231055546147,0.5015234962587836,0.63947991843964,0.5592885264640151,0.7603952387545267,0.4632654193833954,0.110369265269747,0.30154786267273925,0.2763751114272166,0.6255059886814096,0.015610307250936026,0.752278632587017,0.6431058333586492,0.47205307841746613,0.4494037394771304,0.4844887670959386,0.6840779418315055,0.6773470316636743,0.4064345447526283,0.658564738333788,0.0,0.6975536383992669,0.8849146694179802,0.7100170423901435,0.5721853807792014,0.736199966619013,0.6562421678781831,0.4417012183084674,0.44022230224253467,0.560974340614973,0.42278274607621347,0.0,0.48993691951360635,0.6966008791701941,0.0,0.5528341542249703,0.03535236658395279,0.628114043988396,0.6792486346605275,0.23338279599099085,0.0804034601902859,0.0,0.6661716555413308,0.42127656551959447,0.5585304734213956
SUM159PT,Non-responder,0.16223801979676278,0.05159166279425875,0.0,0.0,0.3378351469634846,0.3088256918032286,0.5029567647449089,0.36003235008947687,0.15644947716798052,0.6599113250275028,0.5339325064621185,0.013799752698444578,0.752603992781515,0.3115554036661976,0.21133065809217194,0.8092778185740996,0.48634274998349714,0.6654225458957435,0.7997765458650505,0.37949527379645476,0.4995644599774298,0.19773101014137395,0.5303228358325238,0.5191417719999682,0.0,0.0,0.5145119594184622,0.749010322145611,0.7331672065826063,0.7344668078750287,0.8528180011885527,0.3647581870610587,0.28874277850859065,0.3519251458107273,0.48837327164724753,0.2528305682011065,0.24367716791075647,0.6667135638679247,0.5877887772274195,0.009471710366036003,0.658521029138647,0.06762650498139071,0.453107785137716,0.383672899083626,0.6646279189135111,0.0,0.0,0.4040686971129861,0.1811594083153487,0.5116097700874755
HEPG2,Non-responder,0.1791329897068552,0.1261626552673194,0.21710819479305687,0.22698626290781276,0.530913753910387,0.7632133717973604,0.033733460841452345,0.19134524911987105,0.0,0.5859963750567583,1.0,0.024237373235934,0.36486196902667056,0.4417980988376047,0.3532940908170733,0.0,0.22188069796411014,0.44659723239385873,0.34016153378205827,0.027710675457675915,0.1574396799238298,0.4823571338311012,0.48636169680665975,0.17772163535155006,0.27606504770446527,0.0,0.4933978209151393,0.010200320221724667,0.636352810020507,0.6886490901937112,0.0,0.40046311425869563,0.12447440309610014,0.34053730599933285,0.6491675145779281,0.5100998766099503,0.0,0.5368787277085196,0.3158559722243681,0.0,0.5869177416619231,0.01809261951863954,0.0,0.31159143347585627,0.02992789343714695,0.0,0.0,0.6490605816198549,0.2436993118707531,0.20029775953539186
SKLMS1,Non-responder,0.544755707940034,0.5697075093144246,0.5518926582623376,0.5203391901320782,0.7531767732583972,0.46332468039637,0.5852147042892915,0.7192697937745001,0.28259979923290013,0.5688110941470055,0.2791009722003057,0.5083077244861638,0.7332225480324887,0.2920520494988055,0.8479712567408142,0.681877687786749,0.5379218079415278,0.577065974142976,0.02849822691485082,0.34253572438104474,0.5551837246080482,0.6544036220631322,0.7824503355773744,0.5965282723464442,0.726180919853896,0.008207963827573276,0.6362972107981983,0.12390834499022359,0.8503893490304607,0.5172267176821734,0.8522990614502701,0.6756643131206106,0.48762751563063134,0.5090170160877509,0.8177890364483891,0.6090296866125127,0.730170701912398,0.762485441411196,0.45853864601783334,0.009471710366036003,0.5231032546472233,0.04369053980969746,0.722009783504556,0.26392869007225817,0.015316484899725943,0.0,0.0,0.8235371867875294,0.8919821481814676,0.0
PANC0403,Non-responder,0.3737859616800474,0.33829259007871837,0.1323483777221739,0.5020850487045159,0.6190100579621354,0.2644651586662259,0.24930070142127958,0.5119470151260304,0.2310524904332647,0.49717648305111073,0.3063423129999343,0.07703872513686161,0.7705200621060948,0.5174799385567557,0.5996487494749396,0.8121588257109604,0.5973702161622794,0.6964017745534992,0.35102222211308653,0.5204366608450135,0.14800667478423257,0.8227311395509993,0.40674353018610243,0.22560047242107828,0.27099342804539184,0.6893419864800108,0.7107711778863388,0.976650023387072,0.8734425984906137,0.4462613865388765,0.7934579173414538,0.6697039494281583,0.3712289727643965,0.7006545316643451,0.4858397742775389,0.18225360296480808,0.029512677985749684,0.8942671841274858,0.5444313597621524,0.009471710366036003,0.7999698497271515,0.026822356056374844,0.8432863835328018,0.09397042584659943,0.022706729177015803,0.0,0.4198827531909129,0.0,0.4020302260045141,0.3370765057487448
