,CAL27,COLO201,SCC25,PANC0403,ASPC1,SKLMS1,SKMEL24,LI7,LMSU,SW1573,MKN45,CHAGOK1,SUM159PT,WILL1,LS411N,KMS26,HUH1,HCT116,COV434,SUDHL10,HUH7,HEPG2,SW620,G401,SUDHL4,TE5,MDAMB468,HCC15,OVISE,SUIT2,HS294T,A2058,THP1,SKUT1,TE11,HARA,SKHEP1,PANC1,A375,NUGC3,MDST8,NCIH2170,A549
CASP8,0.5738418181992446,0.638156612731918,0.15998235989842557,0.5347151306382831,0.671010879121523,0.0,0.10381650449775726,0.29163674967438435,0.39898771921823073,0.5750519057700787,0.6306585054875433,0.5688531955114211,0.5879859650196324,0.4808318265080693,0.3027580589728198,1.0,0.7045589066425935,0.5031776813262647,0.35374259955206533,0.3249059083019352,0.3396874397730807,0.2970082562501357,0.21030218769528553,0.5864264185712318,0.2421520544119553,0.27621008622822174,0.49633208313923616,0.655712065127648,0.5688531955114211,0.4787024249163583,0.41154647442568937,0.4250960098801997,0.49960335802635836,0.4496172199960595,0.35354378264878195,0.4562700523092311,0.5146013993912035,0.5325796633314646,0.5031776813262647,0.6365552416084186,0.4623598288912705,0.603596756281588,0.5871663840635408
TRIM21,0.9880841619517338,0.9850692548090738,0.826268341364019,0.7520019863296541,0.8465424397002772,0.8656998878810354,0.6028590110207368,0.5313276852978546,0.8193539807661561,0.6660038445088037,0.43894697667976557,0.19959169380283837,0.35554242356398924,0.7164299357941628,0.48866221077299854,0.567042921112193,0.5573372540241208,0.6091771949736062,0.7892103284694412,0.6497683941360264,0.25806805888338924,0.0,0.5189801381342003,0.4532734047948408,0.33186104949088646,0.5593047963696152,0.5715873866683503,0.7097282467712549,0.7496884305718645,0.6309828948750764,0.5477016401715329,0.4189662905027427,1.0000000000000002,0.8703428888661708,0.6387711924623098,0.4593722873896351,0.7841993284008009,0.9292848797763511,0.32441359639912215,0.8304909966497982,0.9005770836970333,0.32357574522467747,0.6855639872661146
IFI35,0.9866977110580157,0.986953299356714,0.8875945259054963,0.8509909292561615,0.924234038434329,0.7081942767662384,0.8300866439198604,0.8914619868276508,0.730701243535588,0.8219443400732418,0.7293624011161368,0.6233091407161806,0.630158625041624,0.5912936010178118,0.7649529372568775,0.81380842769463,0.7164997708819529,0.4449929428822763,0.9099378288443871,0.5168749025282784,0.22167083377930863,0.6981365282166261,0.24183969717514198,0.7763446718878118,0.0,0.7915299735408521,0.6966529108965478,0.5633255919697184,1.0,0.841254158392633,0.9264515407837202,0.878097381408866,0.7139243668063484,0.621280397957841,0.6214657061142275,0.7872356320871878,0.8530151278803488,0.7773645070223814,0.8466071252709626,0.7771297085104198,0.7416382788698759,0.4449929428822763,0.5947173751624633
SAMD9L,1.0,0.7932378838250543,0.6557962027394983,0.6907664422472027,0.6636237413421222,0.7532426963719845,0.7704839223288116,0.166675854826115,0.6733499042287625,0.1356918509234098,0.028578867635781376,0.6723729591414931,0.2054613539797461,0.5958606989526658,0.15383114255964053,0.7449560898670181,0.3617691437884597,0.028578867635781376,0.028578867635781376,0.07862819032615938,0.048359126258848965,0.007400738566260864,0.0,0.0,0.1356918509234098,0.6238123248973308,0.5225150972455195,0.5898613936457894,0.33410092660386737,0.4821809199028189,0.5963953290071593,0.5016165891942913,0.6717180378201117,0.39442890713569656,0.577763828504107,0.321102664183128,0.6535886058540108,0.28233621526785974,0.4449957672359873,0.014626081034203283,0.44868672354094913,0.23913803178016355,0.3708592079164673
LAP3,0.99510511082212,0.9002196584539899,0.4031730009306935,0.6794381797988809,0.3626572329717952,0.6065712221851944,0.5965854425873092,0.6454983896227118,0.5351065032374889,0.7153630028946241,0.47059048454995267,0.44518885587871715,0.7586237702100966,0.7446397500947999,0.6732130484641594,0.9525506095517224,0.0,0.8350797854336882,0.8050294676632843,0.6793628849830533,1.0,0.7636868749772967,0.7111708761824174,0.844362204325285,0.8307419732284709,0.41293683802543235,0.6562221246718138,0.574317881699197,0.33550751647809385,0.767260444331014,0.7244742620223112,0.6777781761118256,0.7581986298017984,0.8349327828302622,0.37568444700897174,0.665712929824573,0.4881224563595308,0.7804686646659338,0.6649311216576486,0.6518719135883213,0.6449211150921252,0.8203737671828701,0.42131303758105165
C1S,0.9908600617516086,0.26825881362252113,0.9476018250639522,0.442570136032412,0.19647209218916187,0.8361568139429826,0.648071432434503,0.8346811555659697,0.9126411758663883,0.5264535549666526,0.2852404810066206,0.6101247604003719,0.8022167001605455,0.0,0.19944667681296865,0.3103266149961206,1.0,0.31572672106919075,0.3121417387062726,0.37293985468420665,0.7998081126093852,0.796944871472344,0.2220102660254599,0.5332949639565736,0.2912892774701593,0.6736463896864885,0.23509965023247095,0.3795762722932505,0.537702823608614,0.143274512937437,0.9742361265043076,0.3227216604470039,0.5923859259671495,0.5246980804408883,0.6167987791749248,0.32613490997663097,0.45440166556021033,0.18732484184279405,0.1576651745614257,0.3328007145294092,0.7465963673743454,0.184198505741235,0.9290208086685411
CXCL10,1.0,0.02739258609813139,0.931325785466652,0.1255255063889287,0.02739258609813139,0.0,0.04635178505174208,0.10161198838124476,0.02078315452755277,0.0,0.04017128835357588,0.007093540967041168,0.402451116903416,0.10656938497137315,0.15161568824295743,0.02739258609813139,0.11143666689566234,0.0,0.0965615135518405,0.0,0.48167706477462996,0.0,0.02739258609813139,0.07536440913960286,0.0,0.4051316137823323,0.19345575125447323,0.06411902019247799,0.19693284914068174,0.0,0.2829077084990275,0.08616875767041449,0.04017128835357588,0.014018966360516052,0.26807622083502236,0.033853373594350165,0.014018966360516052,0.02078315452755277,0.0,0.06979880216502966,0.014018966360516052,0.08081980461367527,0.0
IFI44L,0.9945800855330361,0.043630959112019876,0.9999999999999999,0.6517727166909321,0.1316233153405922,0.634665107525979,0.3388759063051149,0.21855223787304162,0.58738787319707,0.16966796000989728,0.007696802524435902,0.21098424766292892,0.5332252794074355,0.06968958370973473,0.1105557974784226,0.08788287981793665,0.05035287130685108,0.007696802524435902,0.02974043262575811,0.081938142411771,0.03676205794191504,0.07587510667447193,0.007696802524435902,0.0,0.043630959112019876,0.9829116299937604,0.6871633472833715,0.43176197623471557,0.22952122142275588,0.14161538570948956,0.29287526238690087,0.33417125675648296,0.12127762328419422,0.555608175014507,0.44088849478589853,0.5936862542063485,0.015214408678833426,0.022560020927497145,0.15127446640859657,0.043630959112019876,0.23659232052686455,0.5068479622956172,0.0
CMTR1,0.6113179233948616,0.42916572181662804,0.3635707211538257,0.2098801867679505,0.1452488153827476,0.9208222994489086,0.6392911042183664,0.6398413617090233,0.7668757892273588,0.7050971039925171,0.5193327458018189,1.0,0.2668531916138308,0.2703163890090692,0.36099627256365086,0.6044544675311094,0.35023902797516193,0.4030991495110188,0.6431294804726235,0.4302936744192092,0.40959565399600706,0.5476993171305979,0.5599874756991685,0.6965722300398012,0.5643016345809277,0.554759206996513,0.64148828989976,0.5228530105589666,0.30195474135910594,0.49271733197920575,0.5994907968143117,0.6255110109566884,0.6290876555768019,0.5988916736688878,0.48165616908119446,0.44746169686185766,0.568790429811262,0.5666581113104012,0.4266185834966141,0.271465795773266,0.40842062430481985,0.39198294807077527,0.0
IL7,0.9127996635819112,0.07862696110083112,0.4805136205811743,0.41725013659388466,0.7479235782053071,0.5459235164364369,0.7214394939500248,0.9702903213675299,0.9073028267705262,0.0,0.05079745545088721,0.04110295442568968,0.5872193207063133,0.021035652980967556,0.3865646701341401,0.12127123499141426,0.30571824780357376,0.28499081783188923,0.12929741305757733,0.0,0.44873294775184963,0.7279921655870063,0.07862696110083112,0.010643956362519027,0.0,1.0,0.0,0.12929741305757733,0.2902830312813217,0.9514305409982767,0.2741743973483939,0.9199237849158016,0.0,0.05079745545088721,0.2018433693818159,0.32533288015182515,0.7418571682742867,0.5359302712293109,0.8491533041526095,0.9656117797829767,0.4351060691212048,0.3347548227317561,0.10473406833802565
PSME1,1.0,0.5778784871101896,0.36480576872941217,0.603165885245514,0.6260659318667212,0.6078440229574866,0.557871748956023,0.504904877566096,0.4707673540159574,0.679376632023458,0.46842338541532325,0.4269418148916424,0.7220012486844709,0.9275854075882757,0.6481365383652351,0.4774140336719386,0.3531909163101048,0.2551986312820551,0.747280589123072,0.6448693628758164,0.23772992368408907,0.7048994114310956,0.21989710485665448,0.0,0.2203424312933393,0.5626607818042775,0.5296344758907106,0.6231159376353839,0.9585363079902889,0.48109586353008016,0.22004559278808955,0.4717188101740888,0.4099657501047007,0.6116762480479307,0.5295080005635899,0.3153248764846781,0.49765271933790434,0.1942268077654301,0.11548090836142233,0.5434527240914759,0.47795403751727594,0.6441312852638328,0.19208163739571127
B2M,0.8960233106472586,0.5673353017875229,0.7264149148326657,0.9112464422967985,0.679508186712976,0.31548152511377303,0.7864194634880546,0.7213143447967543,0.5839663846792442,0.7047818827351637,0.22416926519410474,0.08878491113786069,0.7096532149058277,0.8496480181782671,0.21197492086056702,1.0,0.45984261576490404,0.06542880768183945,0.7437794310867067,0.401435704116202,0.05857470769388762,0.04472030817765127,0.01982500264407605,0.095345074319658,0.36205769180690783,0.7463482496774816,0.4028819677601678,0.771511390769227,0.4683837411031879,0.8391421790748019,0.36103199770596994,0.28651237373500305,0.6376343836778569,0.32422928952190677,0.23523807512219186,0.4284158693488038,0.279116525366665,0.4751703492111812,0.3541636846801044,0.2787988434359665,0.6249079545947822,0.04723284723819443,0.0
IFI30,0.8588297876680442,0.7237660839863835,0.5688046974157492,0.6623647114416498,0.41692369686014685,0.27039810446742263,0.0,0.8197951082622708,0.2975169771304089,0.04975171471154782,0.5805509164304907,0.6401217925906924,0.4434960481683541,0.55192758226613,0.7495324264039351,0.9401738779421529,0.7869277106629053,0.7249585633494742,0.5909768996853582,1.0,0.6298413667552736,0.5855523794824591,0.7618934411084379,0.6526709053528155,0.9978155980867593,0.6038293901832987,0.7897523772204398,0.5974616247726496,0.7609826447209245,0.4982100922403181,0.5635860875406515,0.5099839451241288,0.43067248885564857,0.7398563882567886,0.5695917340466012,0.6343154780814344,0.1828038510804173,0.6026910328114767,0.6431356528032266,0.6761754236406596,0.42689558912082903,0.5217851939952665,0.34923805272689545
TXNIP,0.8882926254693637,0.8210129892666522,0.7910112299828003,0.8413127157020006,0.9445726740789666,0.6618126913211035,0.8031794732039017,0.44112824619842256,0.7251146699961466,0.9110924690896696,0.7878827243425088,0.9452450987012111,1.0,0.8695484122886523,0.7821970694645715,0.9221890941447257,0.5683960075657344,0.022714899404687877,0.08846967638201617,0.8571185777426016,0.704139560627324,0.7535767948715446,0.8341034365009912,0.18198761428818522,0.8403881180986925,0.7980878539174718,0.24060172415397252,0.6135269480578367,0.7763047959862643,0.7836062556772507,0.7061408064829284,0.69774322238022,0.9141307156094736,0.8081090690587063,0.7192493232651576,0.6988399455284955,0.7798681305939428,0.28212576222594143,0.6618717764804773,0.7856828744627218,0.7528262482023937,0.8671649570397981,0.0
OASL,1.0,0.7486049110015499,0.8692438406259897,0.7482949136772601,0.9425182182808324,0.40138505077709064,0.09918351368380986,0.19736686440597073,0.1427187418276733,0.09036870630291274,0.6148850648660882,0.21389784616639965,0.1427187418276733,0.0948149309908204,0.3626857493552328,0.0,0.5623226889831493,0.5105625135624725,0.20578585942014865,0.00625865884212997,0.01237656238020874,0.041035964428843726,0.07653912296321373,0.029938913514758837,0.01237656238020874,0.8486726308220403,0.5393931693927582,0.7743327980485358,0.3562286024800161,0.5544432243114038,0.5105625135624725,0.09918351368380986,0.20578585942014865,0.3749562480541716,0.5501327504238847,0.7039713796216486,0.11994042425355586,0.6735249154063961,0.0948149309908204,0.07653912296321373,0.041035964428843726,0.23657450166791516,0.26972591146957386
WARS1,0.875571773678502,0.645580742547974,0.662664060451827,0.6238360589373007,0.7128813411498793,0.7908887391098749,0.9512186096779711,0.6863295553001829,0.790457686800957,0.6035322486053487,0.7173478306329799,0.6259647402610606,0.8337215629514607,0.49618471020877175,0.5880275127852048,0.8786026906762441,0.3461442206586569,0.7443842978123723,0.5657541478942929,0.5011327478887431,0.4674998378806996,0.3278751939417446,0.6029894471528561,0.7058410863066302,0.0,0.4373141289853426,0.6106197885929894,0.6023815509801738,0.8639997493686984,0.6892245129923489,0.8362458910549755,1.0,0.6070510172753276,0.7039188563806298,0.7495172254489595,0.7130314284859018,0.5849790929423913,0.5328101423691911,0.8519157487759039,0.4092786916041842,0.5779812272616196,0.608934947322894,0.6580063450656981
BATF2,0.7790434836567144,0.7850850510462971,0.5142626989627329,1.0,0.4855035996601805,0.8573774450488513,0.7924655518558019,0.6050271196063384,0.4779424665179607,0.07639887217354271,0.20689617684457556,0.30715083887017824,0.313048298049828,0.0662119294984093,0.28267435151387027,0.0,0.25666217289417026,0.3972143672165165,0.7518921191556444,0.1420268042593443,0.5565431167329201,0.8094481544099783,0.34673474781190405,0.6588563058234312,0.22893732546867046,0.870946457176718,0.3520839343297185,0.7953661404094572,0.6473768554812342,0.045149559644310805,0.7275245546045404,0.7713126081998655,0.6129054647943557,0.5715313056874981,0.0662119294984093,0.12421864344304673,0.8952027323580442,0.33581635326278714,0.6426687881738239,0.7633741162075718,0.8596859722885103,0.0662119294984093,0.3573620554022689
CMPK2,1.0,0.5869515364473615,0.8725248892189537,0.6046387456715162,0.6853075504066076,0.03606932184660164,0.29627329427739013,0.18272667182811528,0.029185629060884514,0.45696424834947963,0.5302183253154191,0.5693022199673515,0.022143562370607113,0.0,0.47491832517710864,0.014936609144871884,0.06831607400561143,0.3805434990537288,0.198548790278935,0.2687190860876818,0.17021457023266795,0.14332122324265084,0.022143562370607113,0.06831607400561143,0.41696188293480496,0.6144207771078369,0.6712043060024947,0.48495500434588845,0.36562483557907866,0.4044236975799154,0.3454536167760576,0.5267642784305332,0.7843711949360374,0.20236103246634363,0.198548790278935,0.19468070776928137,0.029185629060884514,0.17445008143939864,0.565124736355724,0.37133800015043983,0.5918514065176065,0.11354512231443782,0.06213841635163999
IL15,0.8302262287987028,0.6584121829465643,0.7190609244599183,0.9001027793108203,0.9129380863134744,0.9345900615653889,0.5661765745338766,0.8631069193591027,0.873871157467581,0.06825205764085482,0.1809174191426818,1.0,0.6802721620029742,0.0,0.6908639903328071,0.9903204059870822,0.6873907088002709,0.5763532049360969,0.13880871113665352,0.0759641040498236,0.32129135622895144,0.1190696393828759,0.009239476039901445,0.0759641040498236,0.009239476039901445,0.2283274352059563,0.7815878051902938,0.19748240340089127,0.6180375545142525,0.5994093161529566,0.4493238487549151,0.3952585430779088,0.15137448154562352,0.018259978252610363,0.50026201993794,0.3176172071334546,0.3589923920216372,0.561681354950059,0.3653601745711287,0.6873907088002709,0.5749253185889719,0.4760135800719473,0.9700789573358864
CXCL11,0.9112179830073129,0.058246240061526046,1.0,0.08605845991764109,0.09643791286132222,0.03381004059138943,0.0,0.03381004059138943,0.080716353629009,0.020756551669371858,0.027357523033849647,0.014001021800009738,0.07526794117149095,0.0,0.05233295098741541,0.0,0.007084461091120672,0.0,0.027357523033849647,0.007084461091120672,0.027357523033849647,0.0,0.0,0.12989293293395318,0.027357523033849647,0.27771556527356794,0.014001021800009738,0.0,0.027357523033849647,0.0,0.04011986829192942,0.12536483120171762,0.0,0.020756551669371858,0.4259784574838096,0.06403694654968146,0.0,0.027357523033849647,0.014001021800009738,0.06403694654968146,0.04629245382930765,0.1595528064898905,0.007084461091120672
IFITM2,0.9169027154419235,0.8324327424994465,0.7910004129736333,0.9066547445644676,0.7855263734388794,0.952219395177012,0.9342156602624129,0.997790227282577,0.9806748448987789,0.9577354049031698,0.30055136977246044,0.9065711928746464,0.9375303459698433,0.7717108800806036,0.0,0.16228389856589429,0.4405805234438319,0.8460686672201426,0.19711580404311876,0.8668616388218645,0.7003919669065646,0.8431485623891074,0.9248337752375856,0.8319090609009682,0.8845037734526117,0.6462742796474477,0.6412523219296333,0.9987043923962539,0.9681985299909918,0.73604467506272,0.7890769176685747,0.7988284698357281,0.8783145099525512,0.9910883897240635,0.15387862618192974,0.25885876072310554,0.9999999999999999,0.860163772607044,0.7612221297145948,0.2327577544609202,0.5323764878688353,0.6211900871620325,0.6559347761137911
IFIH1,0.9999999999999999,0.7673039710280649,0.8545765894956885,0.7999698497271515,0.7168972780448842,0.5231032546472233,0.6747888189558594,0.5528341542249703,0.5313882294995081,0.5306508142331405,0.739235991273599,0.524638563356383,0.658521029138647,0.7260247134644712,0.4718125209121265,0.9255596562392386,0.6344602084357472,0.6383582804860345,0.8388123320624045,0.5635557851452738,0.2393525904017141,0.5869177416619231,0.5957154776016359,0.0,0.027092953797210977,0.8274726493252793,0.8742688913498349,0.8375187324134296,0.7331910966657333,0.4676967887464025,0.6875066062284807,0.6021368497926548,0.6615243572067531,0.8629992963678663,0.6221423862243523,0.6097048641473771,0.6741835098978394,0.7266539887234355,0.34914218402603664,0.7907255907015752,0.32362649400996246,0.6544206445579817,0.27262708948963554
SP110,0.9986806402910817,0.7997488033448499,0.9259362062096399,0.666254604609487,0.6922557666666687,0.828966034370598,0.7183690133543998,0.2542924000793093,0.7786764517187366,0.4058582255460458,0.664264863798046,0.598819090533935,0.6206024129807726,1.0,0.0,0.6500819859276128,0.4556113150905904,0.5465491643581146,0.6413418642197519,0.8356096285901455,0.4909364851211806,0.5065499559220896,0.06365860039668281,0.3987885372855937,0.6817779699987243,0.59171670066207,0.7678460059305352,0.5212023906495931,0.6470020284195908,0.49645692174473455,0.742776861952726,0.5630862826729437,0.7425840392393157,0.7243928481675934,0.700550215499619,0.5566145588874059,0.7801058170487207,0.5006645819250541,0.6668196010164942,0.71395052135126,0.8000329874890166,0.5806162846040097,0.46337239441084865
IFI27,0.962153424043205,0.9871948234705115,0.9999999999999999,0.9264211381211848,0.6666763295680849,0.37412753246178965,0.8082282981400515,0.20218831465929482,0.8245712635932755,0.49254341715368327,0.4158617892837366,0.3126283317048504,0.698344285292723,0.0,0.45617993649522026,0.3703879458499025,0.34564779378142113,0.35688889358564885,0.41802004748436333,0.26331795809797326,0.33542051935384665,0.13601855595039547,0.2973990929385804,0.3137408726807374,0.21662079607260998,0.8977671551014434,0.641517133694906,0.8730351239016692,0.555890563826682,0.7458184104064359,0.4686152514089855,0.40332075498360376,0.3363796894061112,0.6615909326068915,0.9100895880791299,0.88438023191491,0.27359455298196383,0.3363796894061112,0.1719571318266445,0.22997857348919534,0.5001814583833921,0.35688889358564885,0.3617989383554496
OAS1,0.9487679583064935,0.8799877180310879,0.9015103664484596,0.7674936718651101,0.9999999999999999,0.27940171092254745,0.49645160118184656,0.6660655202615532,0.3470218446630994,0.423042181820251,0.858150984815204,0.6264899242333829,0.0055120300559023255,0.7638011094751894,0.6474243069716338,0.6625094409226955,0.7965450039715909,0.0,0.05959285042593396,0.7081792021786248,0.26182114150833397,0.37750168755045205,0.5840100786045881,0.0055120300559023255,0.7010859234098107,0.8724122925613017,0.8028325452530173,0.9062382181247991,0.7152760272651144,0.7901853566171488,0.6735018241893977,0.3001686968200044,0.43418654818484587,0.5425934706737823,0.6930817340696814,0.5527899670565211,0.6246050796232907,0.29085358582809157,0.6013099334662925,0.24854939762349448,0.441904932500136,0.44663282897754547,0.7570357501026149
OGFR,0.887158303374654,0.9999999999999998,0.4509423999716342,0.8333262093445566,0.7927041514953708,0.8241262888805536,0.623868814291016,0.7126886647170669,0.5767999452176873,0.808617055207989,0.737644586178259,0.8483771330374126,0.2327031569247413,0.0,0.5729914710758843,0.39895246076279034,0.7594332262327497,0.8830281526021764,0.8034137034894873,0.7278979315472356,0.6908815195203781,0.899583177957384,0.8016572596299378,0.41472271605564104,0.7766530658696593,0.787455610035497,0.7119989292214963,0.4824072772278989,0.742137456593176,0.7613777006914424,0.9383795595186861,0.6773376822622696,0.7770199435254967,0.8987065260348486,0.6485283975760427,0.5953438761342851,0.6195045875706133,0.7122290229714154,0.8632359735498956,0.6982120640609437,0.9019645198705961,0.5982174231458102,0.4323357808536341
IRF1,1.0,0.7400482004881437,0.6036914320006548,0.6524588794824409,0.7395209681690376,0.6079862793073629,0.556876000442817,0.8223164931772762,0.49804525030273017,0.720961398686097,0.4092233062055184,0.5284762905621836,0.4064553334457661,0.4851625667400079,0.6116654753942186,0.6370635727376399,0.46520764028389516,0.43956178716352223,0.8724062534773256,0.45049268274805154,0.386767397895573,0.19473167328587593,0.47152933378288897,0.07544231122182699,0.4040311036212214,0.5723461660480729,0.8218968470066348,0.6219755118586714,0.9100877290577931,0.501438230156309,0.303166820786986,0.28057681781230914,0.5690418498858916,0.5618992338499784,0.5197753202033524,0.0,0.7529735764165801,0.6273374536258709,0.21074107637078354,0.6519573351519177,0.7029833218255908,0.3800507469903094,0.26535044935105345
CCRL2,0.5847493323454778,0.612135995557613,0.13083577725047646,0.607391905084211,0.9102675174158099,1.0,0.0,0.612135995557613,0.24909396993579214,0.0,0.573937330438153,0.07509408440959804,0.0,0.5250525782615242,0.3821824503124218,0.6190724508533951,0.4464790744819427,0.02676042679262267,0.0,0.0,0.1109510458767634,0.0,0.035270742656888385,0.3821824503124218,0.018050846059075337,0.0898730620067217,0.3642724694328835,0.822405225954569,0.0,0.4225324851756752,0.1109510458767634,0.035270742656888385,0.441856485524934,0.2872555360240615,0.0,0.0,0.3763363299206359,0.0674703643480016,0.0,0.8138077495510297,0.6605316309012421,0.2750472416386699,0.043589664146215006
UBE2L6,1.0,0.8579916409179758,0.9277073172107462,0.8205002830207839,0.36262984026083717,0.9020293051437951,0.865804320333831,0.8494168542430252,0.6918200459871506,0.8110014303446553,0.7824659442933943,0.8696958930672132,0.8878561263781866,0.8963549555621728,0.536876616263863,0.8161831411256029,0.7643092986076285,0.6560799446120584,0.9356744565889055,0.8599162103289986,0.8705914149717668,0.6531602837918349,0.0,0.7817359860852242,0.4784143904301528,0.816546653799338,0.9507251648267461,0.5868311777300899,0.5629301659440658,0.6866894032128799,0.8017230022725337,0.7124963339644044,0.6855703498801475,0.8225849174967566,0.8607946690172841,0.6373419298579404,0.8402402662497097,0.5876869985712119,0.8377598917071536,0.7990814734578444,0.8659014043677797,0.433812511674113,0.578905894362902
TAP1,0.9800098612496927,0.7051911251078175,0.8416509212972604,0.7602913573391928,0.6228902608716057,0.7185775300414167,0.6899227002804019,0.7387089505503358,0.7144681508192506,0.9475597751883412,0.6035755323783184,0.3953920551456397,0.7670121686146979,0.7921681604473486,0.5116632839689322,0.9091474412548018,0.606772572690668,0.638439891134062,1.0,0.5521929802939066,0.0,0.516410027166177,0.41841562060051574,0.5639836898628517,0.4991840028936555,0.7839598354359595,0.8147128940347813,0.6876633249579477,0.7481748553891047,0.643355139880602,0.7330282663057107,0.6098219636247372,0.7608842613212211,0.7667274963389273,0.5042391075236278,0.6126398986409812,0.7651523568652027,0.8262739971209668,0.5570231574378471,0.8068887492261648,0.7383677999967121,0.37806067753497186,0.6289149276467506
PSMA3,0.772660516726253,0.4513470502972101,0.5519245680885323,0.6766836648245835,0.07842447519879236,0.6056515554002981,0.38270290251774597,0.5872605338560604,0.7353138361477622,0.6953674615423253,1.0,0.33623164735139177,0.7378257161649184,0.8197444705842596,0.5377916765531214,0.3100776949482267,0.8434686992483602,0.927961614745934,0.7047923033456787,0.015039526784153878,0.6587043635479155,0.4722189387090676,0.6850992113458965,0.9827788866041214,0.0,0.8623537880494077,0.9752263401290246,0.7366032507245652,0.30400621464968935,0.6533192023478538,0.254381467056918,0.6685847559595999,0.5859935811502996,0.5847241096567704,0.8909842116741569,0.7345065886983377,0.5025819076487377,0.4021476189507105,0.5806530154148177,0.6050562654169909,0.12131398690785566,0.9638244194194545,0.804015610129472
TRIM14,0.9467825254684061,0.7035812440321563,0.588541124948559,0.28693423700330856,0.6080030034965047,0.649028059381555,0.10768865369871783,0.0334722565610861,0.5614917519467169,0.7189123330871501,0.325546331776257,0.5444831540679591,0.5556237041617822,0.5517523382597502,0.5588641429110865,0.44008135254575387,0.35998924525248,0.6701720458081482,0.7373244619410373,0.9134189415698863,0.4878710567394926,0.537675966299646,0.6427773338263612,0.5294463931387916,0.6213149666986963,0.4523621532153108,0.6996704557237423,0.49998290047549143,0.0,0.8240691616120486,0.27400694478769627,0.4421585032452182,1.0000000000000002,0.8199961988917013,0.4882335303516123,0.7956097552205297,0.5223201402741575,0.15039492353969242,0.46577347859178553,0.3384982090589832,0.6430027418396682,0.5493470750567131,0.18984213829357444
IRF7,0.8869076946801778,0.9999999999999999,0.9292557196855508,0.8432863835328018,0.8302243685071793,0.722009783504556,0.7678458196578467,0.628114043988396,0.4473335915212312,0.7051914379748703,0.23268292326262643,0.7114573611523295,0.453107785137716,0.5271365194948098,0.619983420944464,0.5392400935028273,0.8238672065214497,0.5128153051832793,0.04536123482763599,0.6405139361315153,0.19066453093001837,0.0,0.635153873760097,0.3552072083014365,0.6622635287085598,0.035833710749830716,0.8692295774005735,0.7296778428018528,0.5751066983479081,0.6628803264088908,0.7738225611727435,0.5336017209196519,0.665021171700468,0.7350399805504046,0.8593366564708952,0.5099645626929824,0.5512024842634238,0.8066596241887279,0.5410831946588498,0.8226015150115206,0.6314847144480845,0.6863566083073274,0.2688906362924317
LAMP3,1.0,0.5125709409201283,0.9800012602142775,0.5231601294964933,0.08252359862632984,0.03238644088984012,0.2709984814466293,0.4078546295696357,0.04002507389800218,0.7302779989013889,0.5825912739201365,0.722522768388193,0.6271024287737745,0.0,0.48366298333145186,0.008386741741204554,0.3455610340343567,0.49858120452894494,0.1484096601273294,0.7355506104400893,0.23688856376346887,0.047494787497284065,0.13175232935101974,0.03238644088984012,0.5452583824934238,0.8428795285082703,0.6215514266180542,0.26740495046081436,0.8313409239975429,0.3077311602138197,0.1259977088208343,0.8385975715523106,0.36388329256673596,0.24088599225479645,0.6776590392035063,0.6740297355901239,0.43777710102122297,0.38333979769837456,0.10187790838172107,0.6948001110504429,0.02457206498136795,0.22872405074707444,0.11416533436007009
PARP14,1.0,0.8672126087026544,0.8137718144882069,0.776054942458513,0.8418017607645514,0.713654738387511,0.6558946048012756,0.8077122961556387,0.7056678586007261,0.8011160538518871,0.7861097764982913,0.7703824720874296,0.75835311236113,0.6933756153648641,0.807567813725093,0.360513711090248,0.6214596686153394,0.642976337754012,0.8182957592721412,0.5146210419046435,0.5348634006132819,0.49296991402410406,0.5216268434411481,0.5763784930620195,0.0,0.8045685801256166,0.8548757527143482,0.7387988335507284,0.9317051826365017,0.8488541794363964,0.652821288651008,0.631954281702254,0.6890922896564794,0.6332181763372108,0.7576103749463935,0.7053575093357429,0.6686018947604447,0.7728707888043365,0.6450897380566547,0.6000093664823141,0.44478081193246743,0.5402459661729272,0.6523771406554377
IL4R,0.8899683338323179,0.9281032706966734,0.8091032335880024,0.8750625272447627,0.837593810965163,0.720390600274049,0.198950966625409,0.4050362840009356,0.6027410315668611,0.6165681946867043,0.765480446311098,0.7202504798645268,0.8204170681986767,0.36945390989052274,0.6081391604786424,0.6283425181295827,0.4013624516851053,0.66568603434406,0.0,0.9459806474438044,0.683002229821964,0.6492449877035413,0.5693806895322606,0.42317869471748804,1.0,0.8025373128883861,0.6992056320207727,0.7634379542629532,0.7507393208060773,0.8018780861388066,0.038076922998617535,0.4936950002174425,0.6609530328472655,0.6447417537042011,0.8626379955690986,0.5782372528561914,0.45483593749591145,0.7609137290300756,0.3676678034188303,0.8061707490812517,0.7766851169732647,0.24412932300189105,0.5105869949064901
